0.000000000000000000e+00,0.000000000000000000e+00,9.987713694572448730e-01,2.966257170555763878e-06,1.248502849193755537e-05,2.777315057755913585e-05,2.453577144478913397e-05,1.099924789741635323e-03,1.498036555913628831e-10,2.559725409412294539e-08,6.094790296629071236e-05,1.386609028281287487e-15
0.000000000000000000e+00,0.000000000000000000e+00,9.997027516365051270e-01,8.129102752718608826e-06,2.156974233002983965e-06,9.326112194685265422e-05,3.651752194855362177e-06,1.215602896991185844e-04,3.199122564079281972e-11,2.097393814182169081e-09,6.841060530859977007e-05,2.869960177627771175e-16
0.000000000000000000e+00,0.000000000000000000e+00,9.999825954437255859e-01,1.687014758999794140e-07,6.437813226511934772e-06,1.706077483731860411e-07,1.038025311572710052e-05,5.481491882619593525e-08,1.584233774980930987e-13,2.784969754809907272e-10,1.879712527852461790e-07,3.546274848282827945e-22
0.000000000000000000e+00,0.000000000000000000e+00,9.999858140945434570e-01,1.331013299932237715e-05,4.139565135119482875e-07,1.292549733911130261e-09,4.544238265680178301e-07,5.317656714964869025e-08,3.775955513974499356e-13,1.325060395608590458e-13,1.296513474358107487e-08,9.159251293621120488e-23
0.000000000000000000e+00,0.000000000000000000e+00,9.999983310699462891e-01,7.606767438161909922e-10,6.889587123026785775e-09,1.199963328701869614e-08,8.790966035121527966e-07,3.298544726249019732e-08,3.872612135533999708e-16,7.960450874866520365e-12,6.557009442076378036e-07,9.130432040316288226e-26
0.000000000000000000e+00,0.000000000000000000e+00,9.999997615814208984e-01,2.993224157421536802e-08,7.950353264618570392e-09,1.438455798918880646e-09,2.298409071954665706e-07,7.070556584665155242e-09,1.003967294194196055e-15,1.746307363038185345e-13,4.303383249748549133e-08,1.956729662576909410e-25
0.000000000000000000e+00,0.000000000000000000e+00,9.999991655349731445e-01,1.487724965443248948e-08,9.566840653008057416e-09,5.707132100241096850e-09,1.258676718407514272e-07,1.153389774799506995e-07,2.987348409144935726e-15,1.586153625977859694e-12,5.896815764572238550e-07,5.938509395763041926e-24
0.000000000000000000e+00,0.000000000000000000e+00,9.999527931213378906e-01,1.859890241817652168e-09,5.213269460568881186e-08,6.554348033205315005e-07,2.373465576965827495e-05,1.076059106708271429e-06,1.934923982106415141e-13,2.211765348647531937e-08,2.163626049878075719e-05,1.365873585425090706e-20
0.000000000000000000e+00,0.000000000000000000e+00,9.999951124191284180e-01,4.025439181987167103e-08,5.892567145338034607e-08,1.890248739755406859e-07,1.449650198992458172e-06,6.372116558850393631e-07,3.049030618913414759e-14,5.353888166137465987e-11,2.483402340658358298e-06,1.816556277877680528e-21
0.000000000000000000e+00,0.000000000000000000e+00,9.999972581863403320e-01,6.744086249454994686e-07,6.993132046773098409e-07,5.915165690595358683e-09,1.274796204597805627e-06,8.773390192118313280e-08,4.591022589764230666e-14,2.518046752011948719e-12,3.591236108491102641e-08,5.967754205013576319e-22
0.000000000000000000e+00,0.000000000000000000e+00,9.999945163726806641e-01,5.961977933566231513e-08,6.794616069782932755e-07,2.528619091890504933e-08,3.722785550053231418e-06,6.044144242878246587e-07,1.062967937412104269e-13,8.242052873530525403e-11,4.099892407793959137e-07,4.193657526011413597e-22
